Date,Product,Category,Region,Age Group,Units Sold,Unit Price,Total Sales
2024-01-03,T-Shirt,Clothing,North,36-45,8,27.46,219.68
2024-10-08,Sneakers,Footwear,North,36-45,16,96.2,1539.2
2023-03-05,Laptop,Electronics,South,46+,4,1072.91,4291.64
2024-10-21,Backpack,Accessories,South,26-35,19,81.72,1552.68
2022-12-26,Phone,Electronics,South,18-25,5,665.4,3327.0
2023-04-12,Jeans,Clothing,South,18-25,18,60.35,1086.3
2024-07-18,Laptop,Electronics,West,18-25,11,985.52,10840.72
2024-04-13,Jeans,Clothing,North,46+,16,57.37,917.92
2022-03-31,T-Shirt,Clothing,North,36-45,14,29.19,408.66
2023-10-10,Laptop,Electronics,West,26-35,11,915.45,10069.95
2022-02-21,T-Shirt,Clothing,West,18-25,8,27.24,217.92
2023-11-06,Jeans,Clothing,North,18-25,1,58.76,58.76
2022-02-19,Sneakers,Footwear,East,26-35,4,88.53,354.12
2023-11-29,Laptop,Electronics,East,26-35,3,1054.09,3162.27
2024-06-17,Phone,Electronics,West,18-25,3,765.34,2296.02
2022-03-10,Watch,Accessories,East,18-25,5,135.95,679.75
2024-06-24,Laptop,Electronics,East,46+,3,919.45,2758.35
2022-04-25,Laptop,Electronics,East,46+,13,918.25,11937.25
2024-04-21,T-Shirt,Clothing,North,46+,13,28.79,374.27
2024-05-26,Phone,Electronics,East,18-25,15,701.41,10521.15
2023-01-30,Phone,Electronics,North,18-25,20,728.82,14576.4
2023-02-01,Headphones,Electronics,East,36-45,14,198.26,2775.64
2024-06-29,Headphones,Electronics,South,26-35,2,181.51,363.02
2023-10-01,Watch,Accessories,East,36-45,19,160.48,3049.12
2022-10-26,Headphones,Electronics,West,36-45,20,192.75,3855.0
2024-01-26,Laptop,Electronics,South,18-25,8,1000.42,8003.36
2022-04-22,Watch,Accessories,East,26-35,7,153.19,1072.33
2023-02-17,Phone,Electronics,East,26-35,16,726.23,11619.68
2024-08-15,Sneakers,Footwear,East,36-45,14,85.95,1203.3
2022-08-03,Backpack,Accessories,North,46+,8,85.64,685.12
2023-04-02,T-Shirt,Clothing,West,26-35,8,28.89,231.12
2023-11-10,Watch,Accessories,South,46+,6,158.72,952.32
2022-01-14,Sneakers,Footwear,North,18-25,12,80.63,967.56
2022-08-24,Headphones,Electronics,East,46+,7,204.23,1429.61
2024-01-08,Laptop,Electronics,North,26-35,7,955.86,6691.02
2023-03-25,Jeans,Clothing,South,36-45,18,56.0,1008.0
2023-02-06,Laptop,Electronics,South,36-45,4,903.29,3613.16
2022-10-09,Watch,Accessories,North,36-45,7,143.19,1002.33
2023-05-07,Sneakers,Footwear,East,26-35,17,97.49,1657.33
2024-06-07,Phone,Electronics,North,26-35,5,740.23,3701.15
2023-01-28,Watch,Accessories,East,36-45,20,146.9,2938.0
2023-05-16,Laptop,Electronics,South,36-45,5,964.57,4822.85
2022-04-20,Jeans,Clothing,South,46+,7,61.68,431.76
2024-08-21,Phone,Electronics,South,46+,17,681.42,11584.14
2024-11-28,Backpack,Accessories,South,36-45,12,79.4,952.8
2024-09-16,Backpack,Accessories,West,36-45,19,77.43,1471.17
2022-03-16,T-Shirt,Clothing,South,26-35,15,31.11,466.65
2024-03-21,T-Shirt,Clothing,East,46+,13,29.41,382.33
2024-02-06,Jeans,Clothing,North,26-35,3,56.58,169.74
2024-11-28,Sneakers,Footwear,South,18-25,15,89.22,1338.3
2023-11-20,Watch,Accessories,West,46+,14,146.29,2048.06
2024-10-15,Sneakers,Footwear,East,46+,1,83.3,83.3
2023-04-24,Jeans,Clothing,North,36-45,3,56.58,169.74
2024-10-24,Phone,Electronics,East,26-35,4,645.68,2582.72
2024-01-08,Laptop,Electronics,South,36-45,7,1033.99,7237.93
2023-05-28,Jeans,Clothing,East,26-35,20,64.88,1297.6
2023-06-19,Laptop,Electronics,East,36-45,12,1055.57,12666.84
2024-04-07,Watch,Accessories,North,46+,17,163.58,2780.86
2022-11-02,Watch,Accessories,South,26-35,7,148.24,1037.68
2024-11-22,Backpack,Accessories,West,36-45,3,76.05,228.15
2023-01-20,Watch,Accessories,West,26-35,15,147.51,2212.65
2022-03-03,Sneakers,Footwear,South,26-35,10,96.89,968.9
2022-01-20,Backpack,Accessories,East,36-45,8,77.72,621.76
2024-04-06,Jeans,Clothing,East,18-25,19,62.37,1185.03
2022-10-12,Headphones,Electronics,East,46+,13,187.23,2433.99
2024-03-11,Phone,Electronics,West,26-35,16,644.29,10308.64
2024-07-13,Jeans,Clothing,North,26-35,4,61.06,244.24
2022-12-30,Laptop,Electronics,West,18-25,6,938.86,5633.16
2024-03-01,Jeans,Clothing,South,26-35,10,60.88,608.8
2022-05-24,Backpack,Accessories,North,36-45,17,71.27,1211.59
2023-11-01,Watch,Accessories,West,26-35,4,137.95,551.8
2024-05-06,Backpack,Accessories,North,46+,7,73.15,512.05
2023-02-26,Jeans,Clothing,West,46+,6,60.22,361.32
2023-09-28,T-Shirt,Clothing,West,36-45,7,26.14,182.98
2022-10-20,Backpack,Accessories,North,46+,20,83.86,1677.2
2024-12-12,Sneakers,Footwear,West,46+,15,90.36,1355.4
2022-07-06,Jeans,Clothing,West,36-45,10,57.71,577.1
2022-12-25,Watch,Accessories,South,26-35,20,155.95,3119.0
2024-07-26,Watch,Accessories,South,18-25,13,154.92,2013.96
2022-03-31,T-Shirt,Clothing,South,36-45,18,27.79,500.22
2022-05-17,T-Shirt,Clothing,West,46+,18,26.8,482.4
2024-01-26,Phone,Electronics,North,36-45,14,692.14,9689.96
2023-06-02,T-Shirt,Clothing,North,46+,1,26.52,26.52
2024-08-03,Watch,Accessories,East,46+,7,145.92,1021.44
2022-01-22,Jeans,Clothing,North,26-35,11,61.01,671.11
2024-08-08,Backpack,Accessories,West,18-25,3,79.77,239.31
2023-05-12,Backpack,Accessories,South,46+,9,84.4,759.6
2022-12-16,Laptop,Electronics,North,26-35,10,923.91,9239.1
2024-03-11,Headphones,Electronics,North,18-25,9,185.21,1666.89
2024-01-04,Headphones,Electronics,South,18-25,18,187.7,3378.6
2022-04-08,Phone,Electronics,West,36-45,15,636.43,9546.45
2022-01-10,Laptop,Electronics,West,26-35,8,973.95,7791.6
2023-05-04,T-Shirt,Clothing,North,18-25,14,26.26,367.64
2022-01-30,Sneakers,Footwear,South,18-25,8,97.17,777.36
2022-07-17,Headphones,Electronics,South,18-25,14,199.5,2793.0
2023-11-01,Sneakers,Footwear,South,26-35,18,87.13,1568.34
2024-05-26,Phone,Electronics,South,26-35,4,678.95,2715.8
2022-12-22,Laptop,Electronics,West,36-45,1,976.86,976.86
2024-07-28,T-Shirt,Clothing,North,36-45,20,28.24,564.8
2022-05-18,T-Shirt,Clothing,West,36-45,20,29.0,580.0
2022-07-28,Headphones,Electronics,East,18-25,20,192.01,3840.2
2024-03-06,Headphones,Electronics,East,26-35,11,218.03,2398.33
2024-09-14,Phone,Electronics,East,18-25,20,756.61,15132.2
2024-07-08,Watch,Accessories,South,18-25,8,134.73,1077.84
2022-09-12,Jeans,Clothing,South,46+,8,60.41,483.28
2022-05-03,Headphones,Electronics,East,46+,10,187.14,1871.4
2024-02-09,T-Shirt,Clothing,North,26-35,20,31.83,636.6
2024-06-27,Sneakers,Footwear,South,36-45,11,91.56,1007.16
2022-03-23,Watch,Accessories,East,18-25,8,159.34,1274.72
2023-11-10,Sneakers,Footwear,South,26-35,18,81.06,1459.08
2023-05-24,T-Shirt,Clothing,West,36-45,6,28.67,172.02
2022-01-13,Phone,Electronics,West,18-25,7,636.38,4454.66
2022-10-17,T-Shirt,Clothing,South,18-25,6,29.54,177.24
2023-02-23,T-Shirt,Clothing,North,46+,15,27.91,418.65
2023-02-09,T-Shirt,Clothing,West,26-35,20,27.54,550.8
2023-08-08,Backpack,Accessories,South,36-45,16,72.36,1157.76
2024-01-07,Watch,Accessories,West,26-35,16,147.25,2356.0
2024-10-31,Watch,Accessories,South,46+,1,156.81,156.81
2024-05-25,Phone,Electronics,East,26-35,18,730.69,13152.42
2023-06-11,Watch,Accessories,West,36-45,15,142.54,2138.1
2024-09-11,Phone,Electronics,East,26-35,16,656.46,10503.36
2023-01-24,Laptop,Electronics,North,36-45,16,979.93,15678.88
2024-05-01,Watch,Accessories,East,46+,16,143.27,2292.32
2022-05-26,Watch,Accessories,North,18-25,13,161.88,2104.44
2022-11-29,T-Shirt,Clothing,West,36-45,12,29.06,348.72
2024-09-27,Sneakers,Footwear,North,46+,14,93.19,1304.66
2023-05-12,Backpack,Accessories,North,36-45,1,82.12,82.12
2022-10-30,Jeans,Clothing,West,26-35,9,56.02,504.18
2022-11-27,Laptop,Electronics,North,18-25,13,978.55,12721.15
2022-06-14,T-Shirt,Clothing,West,26-35,14,27.57,385.98
2023-09-11,Watch,Accessories,East,46+,3,137.36,412.08
2023-12-07,Headphones,Electronics,East,26-35,13,206.92,2689.96
2022-01-14,Headphones,Electronics,West,18-25,4,181.88,727.52
2024-05-05,Watch,Accessories,East,46+,6,139.36,836.16
2023-01-17,Headphones,Electronics,South,46+,6,199.1,1194.6
2022-08-14,Backpack,Accessories,South,26-35,7,72.03,504.21
2023-01-10,T-Shirt,Clothing,East,46+,15,29.74,446.1
2022-08-12,Headphones,Electronics,North,36-45,3,194.13,582.39
2023-07-21,Phone,Electronics,East,18-25,19,661.92,12576.48
2024-09-20,Phone,Electronics,North,18-25,9,734.2,6607.8
2022-01-15,Laptop,Electronics,North,26-35,17,1057.3,17974.1
2024-02-09,Jeans,Clothing,West,46+,11,60.23,662.53
2023-11-21,Sneakers,Footwear,East,36-45,8,96.85,774.8
2024-03-27,Watch,Accessories,North,36-45,11,158.13,1739.43
2022-01-07,Backpack,Accessories,West,26-35,1,80.61,80.61
2024-12-22,Jeans,Clothing,South,36-45,15,60.4,906.0
2024-08-31,Watch,Accessories,South,18-25,11,134.6,1480.6
2024-01-08,Laptop,Electronics,East,46+,8,1020.33,8162.64
2024-03-30,Phone,Electronics,East,46+,16,767.06,12272.96
2022-07-25,Watch,Accessories,East,26-35,5,160.02,800.1
2024-10-30,Laptop,Electronics,South,46+,3,959.31,2877.93
2024-08-14,Headphones,Electronics,West,18-25,16,205.47,3287.52
2023-05-09,T-Shirt,Clothing,South,26-35,3,26.71,80.13
2022-03-01,Headphones,Electronics,East,46+,9,187.87,1690.83
2023-06-12,Backpack,Accessories,North,26-35,18,81.11,1459.98
2024-10-04,Phone,Electronics,East,26-35,19,736.23,13988.37
2022-05-13,Sneakers,Footwear,West,46+,18,97.3,1751.4
2024-06-13,T-Shirt,Clothing,South,36-45,4,27.79,111.16
2022-08-17,Phone,Electronics,East,26-35,4,709.18,2836.72
2022-09-18,Sneakers,Footwear,West,18-25,10,81.2,812.0
2023-01-24,Watch,Accessories,West,36-45,12,157.87,1894.44
2022-09-16,T-Shirt,Clothing,North,46+,1,29.22,29.22
2024-08-01,Sneakers,Footwear,South,36-45,8,89.0,712.0
2024-07-22,Headphones,Electronics,East,26-35,2,202.94,405.88
2023-09-25,Phone,Electronics,East,46+,7,698.3,4888.1
2024-02-11,Laptop,Electronics,East,26-35,7,1068.54,7479.78
2023-04-06,Laptop,Electronics,South,46+,13,958.86,12465.18
2022-11-23,Laptop,Electronics,West,36-45,14,1034.54,14483.56
2023-12-15,Watch,Accessories,West,18-25,17,155.76,2647.92
2023-08-02,T-Shirt,Clothing,West,18-25,5,27.98,139.9
2022-04-21,Jeans,Clothing,West,26-35,19,54.72,1039.68
2024-09-15,Jeans,Clothing,South,26-35,7,62.59,438.13
2023-02-05,Laptop,Electronics,East,18-25,5,974.34,4871.7
2024-05-24,Headphones,Electronics,North,18-25,12,217.87,2614.44
2023-01-03,Laptop,Electronics,North,36-45,19,985.78,18729.82
2022-11-01,Watch,Accessories,South,18-25,4,141.28,565.12
2024-09-27,Jeans,Clothing,South,46+,3,62.28,186.84
2024-02-22,Jeans,Clothing,West,36-45,1,54.52,54.52
2022-06-19,Phone,Electronics,West,26-35,1,711.14,711.14
2024-09-09,Jeans,Clothing,North,26-35,13,58.81,764.53
2024-06-07,Jeans,Clothing,South,18-25,11,53.85,592.35
2023-01-14,Watch,Accessories,North,46+,18,158.46,2852.28
2024-12-21,Backpack,Accessories,North,18-25,7,86.36,604.52
2022-08-29,Headphones,Electronics,South,18-25,18,196.9,3544.2
2023-10-06,Phone,Electronics,North,26-35,19,657.93,12500.67
2022-11-27,Phone,Electronics,East,18-25,3,766.09,2298.27
2024-11-02,Jeans,Clothing,East,26-35,14,64.63,904.82
2022-01-01,T-Shirt,Clothing,East,18-25,17,31.35,532.95
2023-08-24,Backpack,Accessories,South,46+,11,79.36,872.96
2023-12-23,T-Shirt,Clothing,North,18-25,8,26.31,210.48
2022-10-18,Jeans,Clothing,South,26-35,20,59.61,1192.2
2024-01-06,Jeans,Clothing,South,46+,3,59.59,178.77
2023-06-18,Watch,Accessories,South,46+,15,136.58,2048.7
2023-06-05,Watch,Accessories,South,26-35,3,152.86,458.58
2023-07-06,T-Shirt,Clothing,East,26-35,14,30.87,432.18
2023-10-10,Watch,Accessories,West,18-25,20,141.48,2829.6
2023-07-08,Phone,Electronics,North,46+,3,675.14,2025.42
2022-07-02,Sneakers,Footwear,East,36-45,5,95.57,477.85
2023-04-08,Jeans,Clothing,North,18-25,13,64.66,840.58
2023-04-01,Watch,Accessories,North,18-25,6,149.79,898.74
2023-09-20,Backpack,Accessories,North,36-45,19,84.77,1610.63
2023-07-10,Phone,Electronics,North,26-35,11,761.42,8375.62
2024-03-08,Headphones,Electronics,East,46+,16,202.67,3242.72
2023-06-15,Laptop,Electronics,South,26-35,5,974.78,4873.9
2023-07-02,Laptop,Electronics,East,26-35,20,982.67,19653.4
2024-07-26,Headphones,Electronics,West,36-45,15,199.09,2986.35
2023-07-19,Watch,Accessories,South,36-45,3,162.33,486.99
2024-04-12,Sneakers,Footwear,North,18-25,3,93.09,279.27
2022-07-11,Headphones,Electronics,North,18-25,10,201.16,2011.6
2024-10-06,Laptop,Electronics,West,26-35,16,998.56,15976.96
2024-12-26,Phone,Electronics,West,18-25,20,655.69,13113.8
2022-01-15,Watch,Accessories,East,26-35,17,154.49,2626.33
2022-03-28,Backpack,Accessories,South,26-35,6,72.29,433.74
2022-10-01,Sneakers,Footwear,North,46+,16,86.85,1389.6
2024-02-04,Phone,Electronics,East,26-35,18,748.04,13464.72
2022-08-30,Jeans,Clothing,East,46+,10,56.22,562.2
2022-01-05,Watch,Accessories,South,36-45,17,158.71,2698.07
2022-03-14,Backpack,Accessories,West,18-25,12,71.19,854.28
2024-07-31,Sneakers,Footwear,East,36-45,4,80.19,320.76
2023-01-17,Watch,Accessories,East,18-25,4,146.94,587.76
2023-02-09,Phone,Electronics,South,46+,4,756.75,3027.0
2022-01-15,Headphones,Electronics,East,26-35,16,194.84,3117.44
2023-09-05,Sneakers,Footwear,West,26-35,18,94.55,1701.9
2022-08-11,Backpack,Accessories,West,26-35,5,76.69,383.45
2024-06-07,Laptop,Electronics,East,26-35,4,936.98,3747.92
2022-03-24,Headphones,Electronics,West,46+,11,214.96,2364.56
2022-11-25,T-Shirt,Clothing,West,36-45,4,28.54,114.16
2024-10-11,Headphones,Electronics,East,46+,17,207.99,3535.83
2024-03-07,Headphones,Electronics,North,18-25,1,184.12,184.12
2023-12-06,Laptop,Electronics,South,18-25,11,984.95,10834.45
2022-01-17,Watch,Accessories,West,36-45,10,148.58,1485.8
2024-05-28,T-Shirt,Clothing,South,26-35,8,27.73,221.84
2022-08-24,Jeans,Clothing,South,46+,7,58.69,410.83
2022-07-31,Headphones,Electronics,South,26-35,8,183.89,1471.12
2024-04-01,Laptop,Electronics,East,26-35,5,984.28,4921.4
2023-02-13,Phone,Electronics,North,46+,14,702.49,9834.86
2023-04-19,T-Shirt,Clothing,East,46+,16,26.46,423.36
2024-05-24,Laptop,Electronics,East,18-25,9,971.74,8745.66
2023-12-20,Watch,Accessories,South,36-45,2,139.52,279.04
2022-01-02,Laptop,Electronics,East,26-35,10,993.42,9934.2
2022-07-26,Watch,Accessories,South,36-45,16,144.93,2318.88
2023-09-16,Phone,Electronics,North,18-25,18,736.81,13262.58
2022-09-24,Sneakers,Footwear,East,36-45,19,89.51,1700.69
2024-02-01,T-Shirt,Clothing,East,26-35,19,28.33,538.27
2022-08-06,Headphones,Electronics,North,18-25,19,217.64,4135.16
2023-01-26,T-Shirt,Clothing,West,18-25,3,31.56,94.68
2023-12-04,Jeans,Clothing,West,26-35,18,61.61,1108.98
2022-03-31,Headphones,Electronics,South,46+,18,207.42,3733.56
2023-12-13,Sneakers,Footwear,West,18-25,14,81.31,1138.34
2024-05-08,Laptop,Electronics,South,36-45,5,956.97,4784.85
2022-05-05,T-Shirt,Clothing,West,46+,18,31.15,560.7
2022-06-03,Headphones,Electronics,West,46+,18,210.12,3782.16
2024-03-31,Jeans,Clothing,South,26-35,1,54.99,54.99
2023-03-23,Laptop,Electronics,West,36-45,10,1069.42,10694.2
2023-08-30,Jeans,Clothing,North,26-35,8,53.64,429.12
2023-05-03,Jeans,Clothing,North,26-35,9,64.04,576.36
2023-07-08,Laptop,Electronics,South,26-35,18,922.31,16601.58
2023-12-13,Sneakers,Footwear,East,18-25,18,84.8,1526.4
2022-10-01,Watch,Accessories,East,36-45,2,152.75,305.5
2022-01-22,Sneakers,Footwear,South,36-45,6,84.66,507.96
2022-02-02,Phone,Electronics,West,36-45,20,706.11,14122.2
2024-06-24,T-Shirt,Clothing,East,36-45,7,29.47,206.29
2024-03-20,Headphones,Electronics,West,26-35,14,193.77,2712.78
2024-09-08,Phone,Electronics,West,26-35,15,654.97,9824.55
2022-12-27,T-Shirt,Clothing,West,26-35,10,26.22,262.2
2022-11-30,Headphones,Electronics,West,26-35,3,184.81,554.43
2024-05-23,T-Shirt,Clothing,West,46+,4,30.3,121.2
2022-10-09,Laptop,Electronics,North,46+,13,903.24,11742.12
2022-01-28,Laptop,Electronics,South,26-35,3,952.58,2857.74
2022-01-28,Laptop,Electronics,North,36-45,3,939.52,2818.56
2024-09-10,Backpack,Accessories,South,36-45,11,78.67,865.37
2023-05-15,Laptop,Electronics,East,18-25,1,1063.92,1063.92
2022-07-30,Jeans,Clothing,North,46+,5,53.11,265.55
2023-04-05,Laptop,Electronics,South,46+,13,928.55,12071.15
2023-08-11,T-Shirt,Clothing,West,18-25,16,27.08,433.28
2022-08-14,T-Shirt,Clothing,North,36-45,12,26.54,318.48
2023-11-15,Phone,Electronics,East,18-25,2,713.61,1427.22
2022-12-31,Watch,Accessories,East,26-35,14,138.58,1940.12
2023-09-10,Jeans,Clothing,East,18-25,9,63.91,575.19
2024-01-26,Jeans,Clothing,North,18-25,5,62.28,311.4
2022-10-28,Sneakers,Footwear,South,46+,15,92.94,1394.1
2024-09-06,Phone,Electronics,North,46+,9,649.32,5843.88
2023-10-24,Headphones,Electronics,South,46+,12,191.81,2301.72
2024-05-18,Backpack,Accessories,West,36-45,5,83.77,418.85
2023-05-19,Watch,Accessories,West,46+,18,150.01,2700.18
2024-12-26,T-Shirt,Clothing,West,18-25,19,30.25,574.75
2024-12-15,T-Shirt,Clothing,North,26-35,12,26.12,313.44
2022-02-05,Sneakers,Footwear,West,26-35,4,81.16,324.64
2023-12-17,Sneakers,Footwear,South,36-45,15,82.67,1240.05
2024-05-12,T-Shirt,Clothing,South,26-35,2,30.43,60.86
2022-08-29,Headphones,Electronics,West,18-25,14,193.89,2714.46
2022-08-06,Phone,Electronics,West,26-35,1,649.63,649.63
2022-10-17,Phone,Electronics,South,18-25,1,708.67,708.67
2024-05-02,Headphones,Electronics,South,46+,5,208.87,1044.35
2023-09-06,Backpack,Accessories,West,36-45,15,83.45,1251.75
2022-01-28,Jeans,Clothing,North,26-35,2,63.5,127.0
2022-03-07,Headphones,Electronics,South,18-25,13,212.24,2759.12
2024-07-19,Jeans,Clothing,East,26-35,14,64.09,897.26
2023-07-11,Phone,Electronics,West,26-35,7,685.08,4795.56
2022-04-25,T-Shirt,Clothing,West,26-35,18,29.61,532.98
2022-06-08,Backpack,Accessories,West,36-45,13,84.17,1094.21
2022-12-04,Laptop,Electronics,East,46+,7,953.03,6671.21
2022-08-02,Phone,Electronics,East,36-45,1,662.59,662.59
2022-11-30,Phone,Electronics,North,26-35,20,630.63,12612.6
2023-09-26,T-Shirt,Clothing,South,18-25,8,27.66,221.28
2022-04-02,Backpack,Accessories,North,18-25,11,72.57,798.27
2023-09-25,Laptop,Electronics,East,36-45,13,999.04,12987.52
2023-10-07,Watch,Accessories,East,26-35,4,143.97,575.88
2024-10-28,Phone,Electronics,South,18-25,19,740.39,14067.41
2024-09-03,Laptop,Electronics,East,26-35,5,1035.44,5177.2
2022-06-11,Phone,Electronics,South,26-35,5,736.58,3682.9
2022-11-26,Sneakers,Footwear,West,26-35,11,85.28,938.08
2024-06-01,Laptop,Electronics,West,26-35,7,1098.3,7688.1
2022-06-03,Headphones,Electronics,West,18-25,1,184.78,184.78
2023-09-26,Phone,Electronics,West,18-25,15,672.96,10094.4
2023-08-29,Headphones,Electronics,North,36-45,19,193.56,3677.64
2022-07-02,Phone,Electronics,South,46+,9,766.96,6902.64
2023-06-09,Backpack,Accessories,South,18-25,19,78.81,1497.39
2024-01-15,Jeans,Clothing,West,46+,20,63.92,1278.4
2022-09-22,Backpack,Accessories,East,36-45,12,72.42,869.04
2024-04-26,Backpack,Accessories,East,18-25,20,86.54,1730.8
2022-04-27,T-Shirt,Clothing,North,26-35,4,27.79,111.16
2022-11-21,Watch,Accessories,North,26-35,13,160.15,2081.95
2022-07-11,Sneakers,Footwear,West,46+,18,96.12,1730.16
2024-08-10,Phone,Electronics,North,26-35,4,757.36,3029.44
2024-03-23,Watch,Accessories,South,46+,11,136.02,1496.22
2023-12-03,Backpack,Accessories,South,46+,4,75.5,302.0
2022-03-20,Headphones,Electronics,West,26-35,7,191.84,1342.88
2022-03-06,Watch,Accessories,North,36-45,14,163.26,2285.64
2023-03-14,Laptop,Electronics,South,18-25,14,953.02,13342.28
2022-12-27,Phone,Electronics,South,18-25,9,685.73,6171.57
2023-09-03,Backpack,Accessories,West,26-35,9,74.01,666.09
2022-04-21,Phone,Electronics,West,36-45,10,652.1,6521.0
2023-12-17,Watch,Accessories,West,46+,18,154.63,2783.34
2022-11-26,Watch,Accessories,East,46+,1,150.82,150.82
2023-02-11,Phone,Electronics,South,36-45,11,631.08,6941.88
2024-07-28,Headphones,Electronics,West,36-45,4,210.62,842.48
2024-04-12,Jeans,Clothing,North,46+,5,60.58,302.9
2022-07-19,Laptop,Electronics,South,26-35,14,1038.25,14535.5
2022-12-07,Watch,Accessories,South,36-45,7,162.48,1137.36
2022-01-30,Sneakers,Footwear,East,18-25,10,96.06,960.6
2024-10-25,Phone,Electronics,West,46+,14,686.47,9610.58
2023-12-23,Watch,Accessories,East,18-25,6,147.77,886.62
2024-02-04,Headphones,Electronics,South,46+,13,190.44,2475.72
2024-06-14,Jeans,Clothing,North,18-25,4,54.16,216.64
2022-02-03,Watch,Accessories,North,46+,20,161.73,3234.6
2022-07-24,Backpack,Accessories,North,36-45,14,74.45,1042.3
2024-07-20,Watch,Accessories,North,26-35,16,162.43,2598.88
2023-12-20,Backpack,Accessories,West,46+,1,85.95,85.95
2023-04-04,Jeans,Clothing,East,36-45,10,62.99,629.9
2024-04-29,T-Shirt,Clothing,North,46+,2,26.19,52.38
2022-11-11,Sneakers,Footwear,East,36-45,6,97.17,583.02
2024-05-30,T-Shirt,Clothing,West,26-35,20,29.84,596.8
2022-04-16,Watch,Accessories,South,46+,6,146.11,876.66
2023-10-14,Headphones,Electronics,West,26-35,4,207.36,829.44
2022-09-16,Phone,Electronics,West,36-45,18,651.34,11724.12
2023-10-23,T-Shirt,Clothing,North,18-25,1,28.64,28.64
2022-11-10,Laptop,Electronics,North,46+,1,1047.42,1047.42
2022-09-25,Backpack,Accessories,East,26-35,8,81.41,651.28
2023-03-31,Jeans,Clothing,South,26-35,13,62.19,808.47
2022-04-16,Jeans,Clothing,North,26-35,1,60.63,60.63
2022-07-31,Phone,Electronics,West,18-25,4,648.93,2595.72
2023-06-21,Headphones,Electronics,North,18-25,16,212.72,3403.52
2023-03-02,Watch,Accessories,North,46+,1,146.43,146.43
2024-09-23,Phone,Electronics,South,46+,13,753.48,9795.24
2024-07-12,Headphones,Electronics,South,36-45,1,215.06,215.06
2022-03-06,Phone,Electronics,East,36-45,16,768.19,12291.04
2022-01-11,Headphones,Electronics,East,18-25,7,203.22,1422.54
2022-02-17,Headphones,Electronics,South,36-45,4,214.86,859.44
2022-03-02,Sneakers,Footwear,South,26-35,3,93.05,279.15
2022-09-17,Jeans,Clothing,East,46+,7,64.35,450.45
2023-12-15,Jeans,Clothing,West,46+,14,59.15,828.1
2024-03-30,T-Shirt,Clothing,East,26-35,7,30.08,210.56
2023-07-30,Watch,Accessories,North,36-45,6,157.76,946.56
2024-09-26,Watch,Accessories,West,46+,20,156.36,3127.2
2023-10-15,Phone,Electronics,West,46+,7,708.39,4958.73
2024-02-05,Phone,Electronics,West,26-35,2,763.04,1526.08
2023-06-03,Watch,Accessories,East,36-45,13,134.99,1754.87
2023-01-04,Sneakers,Footwear,West,26-35,12,84.47,1013.64
2023-03-17,Sneakers,Footwear,East,26-35,11,82.28,905.08
2023-10-15,Laptop,Electronics,East,26-35,15,1012.48,15187.2
2023-10-21,T-Shirt,Clothing,North,46+,10,29.59,295.9
2024-12-15,T-Shirt,Clothing,North,36-45,20,31.59,631.8
2022-06-03,Watch,Accessories,West,36-45,11,140.0,1540.0
2022-04-12,Backpack,Accessories,West,18-25,9,77.76,699.84
2022-09-12,Backpack,Accessories,South,36-45,19,77.15,1465.85
2022-02-13,Jeans,Clothing,North,18-25,15,56.46,846.9
2024-04-04,Laptop,Electronics,North,36-45,1,912.98,912.98
2022-07-14,Watch,Accessories,East,36-45,11,156.56,1722.16
2024-03-30,Phone,Electronics,East,46+,20,635.68,12713.6
2023-09-04,Backpack,Accessories,West,18-25,12,85.92,1031.04
2022-07-30,Laptop,Electronics,South,18-25,1,926.82,926.82
2023-10-24,Watch,Accessories,South,26-35,3,139.8,419.4
2024-01-26,Laptop,Electronics,North,36-45,2,921.24,1842.48
2023-09-16,Phone,Electronics,East,36-45,20,739.77,14795.4
2024-02-17,Jeans,Clothing,South,26-35,19,58.54,1112.26
2022-09-16,Sneakers,Footwear,South,46+,15,91.99,1379.85
2024-12-04,T-Shirt,Clothing,West,46+,9,27.97,251.73
2024-09-15,T-Shirt,Clothing,North,36-45,10,30.23,302.3
2023-12-24,T-Shirt,Clothing,South,18-25,3,31.74,95.22
2022-05-04,T-Shirt,Clothing,North,26-35,15,30.85,462.75
2023-01-20,Backpack,Accessories,North,36-45,7,83.96,587.72
2024-12-16,Sneakers,Footwear,East,46+,5,95.19,475.95
2022-08-05,Headphones,Electronics,South,36-45,13,217.91,2832.83
2024-11-17,T-Shirt,Clothing,West,26-35,3,27.71,83.13
2022-12-03,Jeans,Clothing,North,26-35,15,63.44,951.6
2022-08-14,T-Shirt,Clothing,North,46+,6,27.65,165.9
2024-09-02,Backpack,Accessories,East,36-45,4,85.75,343.0
2022-06-22,Sneakers,Footwear,West,26-35,5,87.17,435.85
2024-06-01,Sneakers,Footwear,North,46+,9,86.68,780.12
2022-04-11,Watch,Accessories,West,26-35,10,139.75,1397.5
2022-12-28,Jeans,Clothing,West,46+,4,61.14,244.56
2023-05-25,Phone,Electronics,South,18-25,2,754.23,1508.46
2023-06-30,T-Shirt,Clothing,North,18-25,9,27.41,246.69
2024-04-08,Watch,Accessories,West,18-25,8,155.97,1247.76
2023-07-04,Backpack,Accessories,South,26-35,7,76.59,536.13
2023-08-13,Jeans,Clothing,North,18-25,6,59.04,354.24
